hip,ra,dec,mag,spect,con,proper,dist,bayer
95572,19.440037,13.023801,5.76,F6III,Aql,,55.991,
95576,19.440688,62.557145,6.38,K5III,Dra,,210.084,
95582,19.441302,19.891493,5.84,M0III,Vul,,187.9699,
95585,19.441969,0.33857,4.64,F2Ib,Aql,,869.5652,Nu
95619,19.449022,-29.743225,5.66,B8/B9V,Sgr,,69.9301,
95656,19.457212,52.320436,5.73,A1V,Cyg,,107.5269,Iot-1
95664,19.459419,14.282481,6.31,B4III,Aql,,252.5253,
95673,19.46011,37.941197,6.3,B3Ve,Lyr,,724.6377,
95690,19.463366,-54.325272,5.7,K4III,Tel,,164.7446,
95732,19.472444,2.93003,5.84,B6III,Aql,,294.9853,
95771,19.478427,24.664905,4.44,M0 comp,Vul,Anser,91.1577,Alp
95785,19.482523,24.768723,5.82,K0III,Vul,,157.7287,
95793,19.483608,1.950448,5.79,A0V,Aql,,61.1995,
95812,19.488341,0.24608,6.25,K2,Aql,,196.8504,
95818,19.489138,20.279737,6.34,B5Vn,Vul,,355.8719,
95820,19.489267,-7.044086,6.37,F5-G1I-II,Aql,,275.4821,
95822,19.489487,14.596019,5.57,K0III,Aql,,91.7431,
95823,19.489951,-43.445195,5.7,Am,Sgr,,62.383,
95853,19.495098,51.729779,3.76,A5Vn,Cyg,,37.2024,Iot-2
95865,19.497829,-26.985615,5.46,K1/K2III,Sgr,,71.736,
95866,19.497944,-55.441754,6.14,K0/K1III,Tel,,95.9693,
95898,19.502926,2.904073,6.08,K5Ib,Aql,,621.118,
95929,19.509201,3.444403,6.09,A0sh,Aql,,248.139,
95932,19.50961,-55.110053,6.29,F5V,Tel,,34.3761,Mu
95937,19.511066,-2.788887,5.03,M1IIIvar,Aql,,162.0746,
95947,19.512023,27.959681,3.05,K3II+...,Cyg,Albireo,133.1558,Bet-1
95951,19.51261,27.965276,5.12,B8V,Cyg,Albireo B,122.549,Bet-2
95953,19.513009,36.228503,6.26,B9.5III,Cyg,,193.0502,
95965,19.515013,-21.312237,6.11,A2V,Sgr,,237.5297,
95978,19.516746,70.989339,6.06,K2,Dra,,186.9159,
95999,19.519709,-68.43392,5.98,K4/K5III,Pav,,387.5969,
96003,19.520432,55.731836,6.37,K2II-IIIcomp,Cyg,,363.6364,
96014,19.522039,50.306706,5.55,K1III,Cyg,,141.6431,
96016,19.522672,26.617171,5.89,K0III-IV,Vul,,60.5327,
96052,19.529534,34.452968,4.74,B3IV,Cyg,,263.8522,
96095,19.537231,-44.546387,6.48,F6V,Sgr,,41.6146,
96100,19.539149,69.661175,4.67,K0V,Dra,Alsafi,5.7547,Sig
96141,19.54828,-53.185618,5.76,Am,Tel,,115.7407,
96164,19.552796,60.158691,6.3,K4III,Dra,,309.5975,
96178,19.556007,-45.271748,5.59,A0p,Tel,,121.6545,
96198,19.561557,49.262319,6.0,M4.5III,Cyg,,406.5041,
96204,19.562786,5.465708,6.35,M8V,Aql,,202.4291,
96229,19.568153,7.378941,4.45,K3III,Aql,,32.9924,Mu
96234,19.569024,-40.034638,5.89,A5IV-III,Sgr,,129.7017,
96258,19.572161,51.23662,5.71,F7V,Cyg,,25.113,
96275,19.57636,19.773403,5.0,B8IIIn,Vul,,169.4915,
96288,19.578127,42.412509,5.34,A2V,Cyg,,176.6784,
96297,19.57954,63.434171,6.47,K2,Dra,,168.9189,
96302,19.580813,29.462954,5.39,A0V+...,Cyg,,171.2329,
96316,19.583676,52.502018,6.39,K0,Cyg,,105.8201,
96327,19.585349,-10.560444,5.12,G8III,Aql,,140.2525,
96341,19.586942,-48.099202,4.88,G9III,Tel,,113.6364,Iot
96351,19.590314,2.913605,6.37,F6IV,Aql,,39.984,
96356,19.591613,-7.460283,6.32,K0,Aql,,117.3709,
96365,19.592628,-12.253114,6.27,K0III,Sgr,,102.7749,
96387,19.596751,36.944539,6.03,B8Vn,Cyg,,184.8429,
96396,19.598874,50.238618,6.47,G9III,Cyg,,166.3894,
96406,19.600459,-24.719081,5.64,A1m...,Sgr,,90.2527,
96417,19.60232,22.585763,6.33,B9sp...,Vul,,204.918,
96428,19.604357,14.39107,6.37,K0II-III,Aql,,119.0476,
96440,19.607243,-18.852921,6.13,F0V,Sgr,,77.6398,
96441,19.607372,50.221103,4.49,F4V,Cyg,,18.3352,The
96459,19.610555,44.694936,5.17,K0III,Cyg,,40.833,
96465,19.611786,-24.883623,4.59,B8/B9V,Sgr,,58.1395,
96468,19.612022,-1.286601,4.36,B5III,Aql,,119.9041,Iot
96481,19.61457,11.273206,5.98,G0Ib,Aql,,371.7472,
96483,19.614847,-7.027477,4.93,B0.5III,Aql,,515.4639,Kap
96496,19.617595,-18.231052,5.66,K0III,Sgr,,121.8027,
96503,19.619338,29.3337,6.43,B5V,Cyg,,375.9398,
96516,19.621498,16.462802,5.67,G8IIIvar,Sge,,147.2754,Eps
96536,19.626227,-14.301801,5.46,F7V,Sgr,,30.5623,
96546,19.628005,35.022536,6.44,K5,Cyg,,657.8947,
96556,19.62981,-4.64764,5.45,F3IV,Aql,,32.1543,
96572,19.632417,49.284416,6.47,G6V,Cyg,,140.2525,
96601,19.638275,20.783391,6.5,K0III,Vul,,168.9189,
96607,19.640538,-57.983341,6.19,K0III,Pav,,162.6016,
96620,19.644769,54.973793,5.89,F6Vasv,Cyg,,40.8831,
96630,19.646942,3.381522,6.36,B3III,Aql,,100000.0,
96665,19.653234,5.397773,5.18,B3V + B3V,Aql,,239.2344,Sig
96683,19.656279,30.153321,4.68,G8III-IV...,Cyg,,81.6327,Phi
96688,19.657038,16.571121,6.37,M0Iab-Ib SB,Sge,,100000.0,
96693,19.657356,42.818278,5.41,B9III,Cyg,,200.0,
96706,19.659593,45.957439,6.25,K0III,Cyg,,126.4223,
96721,19.661606,-45.27855,6.24,Am,Tel,,111.7318,
96724,19.662478,33.978938,6.1,A3IV,Cyg,,149.925,
96729,19.663739,-23.4277,6.33,A0V,Sgr,,98.7167,
96734,19.664486,-66.685505,6.37,A0Vn,Pav,,103.3058,
96757,19.668275,18.01389,4.39,G0II,Sge,Sham,130.3781,Alp
96760,19.668657,-23.429086,5.97,K0III,Sgr,,109.8901,
96771,19.670332,60.507114,6.49,A5V,Dra,,155.521,
96781,19.671858,-54.41779,6.24,K0III,Tel,,116.2791,
96805,19.678097,43.077824,6.17,M2III,Cyg,,515.4639,
96807,19.6787,-0.621233,5.64,A3IV,Aql,,107.9914,
96808,19.678717,-16.293268,5.3,K1III,Sgr,,73.7463,
96825,19.680601,45.524942,5.06,F5II,Cyg,,49.6278,
96837,19.68415,17.476041,4.39,G8II,Sge,,134.7709,Bet
96840,19.684869,13.815682,5.98,B5V,Aql,,100000.0,
96856,19.687403,22.452773,6.43,K0Iab:,Vul,,523.5602,
96882,19.693681,-65.854414,6.08,M0III,Pav,,185.5288,
96895,19.696945,50.52506,5.99,G2V,Cyg,,21.0793,
96901,19.697783,50.517523,6.25,G5V,Cyg,,21.2134,
96907,19.699338,40.254144,6.22,A6V,Cyg,,81.5661,
96917,19.700812,-9.193654,6.31,K2,Aql,,112.8668,
96919,19.701151,55.463222,6.42,M5IIIa,Cyg,,316.4557,
96931,19.703559,12.193261,6.33,B9III,Aql,,215.5172,
96950,19.708648,-16.123996,5.06,F3IV/V,Sgr,,54.3183,
96957,19.709447,11.826583,5.28,F3V:+...,Aql,,261.7801,Chi
96977,19.71239,32.426741,5.93,A5III,Cyg,,602.4096,
97028,19.719332,30.677891,6.08,A1V,Cyg,,111.2347,
97029,19.719657,38.671713,6.37,K0,Cyg,,387.5969,
97033,19.720653,58.016617,6.29,G0V,Cyg,,44.2087,
97063,19.72598,-15.470105,5.49,F5V,Sgr,,48.9237,
97067,19.727116,-37.538765,6.14,B8IV/V,Sgr,,194.9318,
97070,19.727637,57.042713,6.28,K2III,Cyg,,77.7605,
97077,19.72859,25.771929,5.5,G8III,Vul,,101.7294,
97081,19.729192,41.773108,5.86,M0III,Cyg,,174.8252,
97087,19.730959,34.162724,6.04,B8III,Cyg,,331.1258,
97091,19.732215,27.135398,6.27,B7V + G1:III,Vul,,757.5758,
97118,19.737943,37.354355,4.89,G8III,Cyg,,88.6525,
97122,19.738446,69.337065,5.9,A2III,Dra,,132.1004,
97139,19.742831,13.302783,6.25,B9III-IV,Aql,,310.559,Psi
97142,19.743937,34.414164,6.39,M1III,Cyg,,297.619,
97144,19.744805,8.726538,6.43,K0,Aql,,148.1481,
97151,19.746959,40.716803,6.36,M3III,Cyg,,251.2563,
97165,19.749574,45.13081,2.86,B9.5III,Cyg,Fawaris,50.5817,Del
97228,19.761015,36.091022,6.38,B9.5V,Cyg,,300.3003,
97229,19.761096,7.613158,5.89,A3IV,Aql,,53.6193,Ups
97242,19.764265,35.012751,6.14,A2V+...,Cyg,,128.041,
97244,19.764509,-2.883453,6.47,B3III,Aql,,362.3188,
97260,19.767005,-31.908571,5.51,B8III,Sgr,,217.8649,
97278,19.770994,10.613261,2.72,K3II,Aql,Tarazed,121.0654,Gam
97290,19.772707,-19.761113,4.87,K0III,Sgr,,63.6537,
97295,19.773777,33.727598,5.0,F5,Cyg,,21.2314,
97307,19.776393,32.888591,6.18,K2,Cyg,,121.5067,
97326,19.779073,68.437998,6.34,F0III,Dra,,175.1313,
97365,19.789795,18.534286,3.68,M2II + B6,Sge,,182.1494,Del
97372,19.790787,47.907564,6.14,M2III,Cyg,,299.4012,
97376,19.79105,38.407614,5.83,B8Vn,Cyg,,144.9275,
97402,19.796816,25.384058,6.0,K0II-III,Vul,,126.9036,
97421,19.800321,-56.362611,5.33,A9Vn,Tel,,49.554,Nu
97423,19.80084,-13.703616,6.11,A6:IIIm...,Sgr,,65.4879,
97433,19.80285,70.26793,3.84,G8III,Dra,,45.3721,Eps
97454,19.808476,10.6941,6.44,F8Ib-II,Aql,,375.9398,
97473,19.811683,11.815896,5.75,F2V:+...,Aql,,157.7287,Pi
97484,19.813937,-12.319421,6.47,K5III,Sgr,,537.6344,
97485,19.814055,33.437283,6.42,B0.5Ibvar,Cyg,,100000.0,
97491,19.815301,-52.888109,6.27,K1III,Tel,,284.9003,
97496,19.816294,19.142042,5.01,A3V,Sge,,78.1861,Zet
97499,19.817279,-10.870763,6.0,K5III,Aql,,96.432,
97515,19.819889,-28.788972,6.04,F3V,Sgr,,46.4253,
97534,19.823694,-72.503378,5.39,A4III,Pav,,43.63,
97538,19.824306,38.710149,6.12,G6III,Cyg,,214.5923,
97569,19.831505,-66.813069,6.44,K4III,Pav,,308.642,
97572,19.831867,28.439674,6.45,B5V,Vul,,606.0606,
97573,19.83217,27.085182,6.46,G8III,Vul,,143.8849,
97598,19.837238,-47.557392,5.91,M1III,Tel,,408.1633,
97607,19.838189,7.902419,6.49,B2.5IVe,Aql,,529.1005,
97611,19.839376,-61.06112,6.21,B5V,Pav,,284.9003,
97630,19.842776,38.722419,5.18,M2IIIa,Cyg,,212.3142,
97634,19.843702,40.599759,5.68,B1III,Cyg,,649.3506,
97635,19.843813,52.988001,5.03,K3IIIvar,Cyg,,62.0732,
97646,19.845775,-59.193667,5.41,A0IV,Pav,,84.9618,
97649,19.846388,8.868322,0.76,A7IV-V,Aql,Altair,5.1295,Alp
97650,19.846329,-10.763512,5.38,F0V,Aql,,27.8707,
97651,19.846353,37.826324,6.13,M3III,Cyg,,813.0081,
97674,19.85032,-65.605087,6.04,F2III-IV,Pav,,57.9039,
97675,19.850456,10.415727,5.12,F8V,Aql,,19.1902,Omi
97679,19.851141,22.610046,4.9,B2.5V,Vul,,193.0502,
97687,19.853083,-2.46099,6.12,K5III,Aql,,183.8235,
97697,19.854925,9.629887,6.25,A1m,Aql,,89.6057,
97700,19.855382,47.377236,6.22,F2V,Cyg,,62.5,
97709,19.857455,4.088632,6.47,K0...,Aql,,763.3588,
97749,19.864056,-39.874367,5.32,A0p,Sgr,,92.4214,
97757,19.866408,47.027339,5.6,O9.5Ia,Cyg,,100000.0,
97765,19.867109,24.992162,5.54,A1Iab,Vul,,518.1347,
97767,19.867623,11.628329,6.16,G0V,Aql,,26.617,
97774,19.868658,47.931795,5.91,B2III,Cyg,,510.2041,
97783,19.870001,-19.044991,5.88,K0III,Sgr,,115.8749,
97789,19.871226,36.432295,6.13,K4III,Cyg,,216.9197,
97796,19.872712,18.671875,6.24,O8e,Sge,,100000.0,
97804,19.874547,1.005661,3.87,F6Ibv SB,Aql,,423.7288,Eta
97816,19.877143,-54.971026,5.76,G8/K0III,Tel,,172.4138,
97819,19.877532,-54.976444,6.5,A2V,Tel,,60.5327,
97845,19.88368,47.80772,6.3,B0.5IIIn,Cyg,,502.5126,
97849,19.885107,-14.603203,6.47,A1V,Sgr,,119.0476,
97870,19.88816,57.523482,5.14,B5V,Cyg,,194.1748,
97871,19.888538,-3.114464,5.63,A5pvar,Aql,,80.1282,
97886,19.891026,24.079614,4.57,B9.5III,Vul,,102.5641,
97892,19.893168,59.70866,6.06,A3V,Cyg,,104.1667,
97928,19.902299,-8.574211,5.76,K5III,Aql,,193.7984,
97938,19.904134,8.461453,4.71,K0III,Aql,Libertas,56.2746,Xi
97944,19.904931,-23.941071,6.22,K3/K4V,Sgr,,14.0489,
97961,19.908632,24.319388,5.56,A0III,Vul,,144.3001,
97966,19.910459,-8.227289,5.7,B7Vn,Aql,,147.929,
97967,19.910573,-8.237048,6.49,B8V,Aql,,155.7632,
97970,19.911167,7.140353,6.14,A2V,Aql,,81.7661,
97971,19.911235,-61.170792,6.21,A3V,Pav,,115.0748,
97980,19.912444,0.273627,5.6,A0III,Aql,,113.8952,
97985,19.913403,36.995676,5.79,Fp,Cyg,,369.0037,
98012,19.918085,-33.046252,6.47,K2/K3III,Sgr,,366.3004,
98032,19.921026,-41.868288,4.12,K0III,Sgr,,55.7414,Iot
98036,19.921887,6.406763,3.71,G8IVvar,Aql,Alshain,13.6986,Bet
98038,19.922083,-6.73478,6.49,F2V,Aql,,81.8331,
98044,19.922793,58.250193,6.1,G9III,Cyg,,134.4086,
98055,19.927167,52.438948,4.91,A4Vn,Cyg,,86.2813,Psi
98066,19.930651,-26.299506,4.7,G3/G5III,Sgr,Terebellum,25.9875,Ome
98068,19.931045,38.486705,4.95,B5IV,Cyg,,442.4779,
98073,19.932051,58.845969,4.98,K5II-III,Cyg,,280.8989,
98085,19.933684,16.634799,5.71,G5Ibv SB,Sge,,100000.0,
98086,19.933787,-81.34984,6.39,K3/K4III,Oct,,227.2727,
98103,19.937292,11.423721,5.28,A1IV,Aql,,67.2948,Phi
98110,19.938438,35.083424,3.89,K0IIIvar,Cyg,,41.3736,Eta
98111,19.938622,56.687017,6.16,A4Vn,Cyg,,76.5111,
98143,19.945595,36.250599,6.03,B5IV,Cyg,,318.4713,
98146,19.94588,50.902523,6.46,A1V,Cyg,,104.6025,
98162,19.94912,-27.169899,4.54,K3III,Sgr,,255.102,
98174,19.951749,-58.901351,5.24,B9.5IV,Pav,,85.3971,
98194,19.953852,40.367824,5.46,B5V,Cyg,,340.1361,
98234,19.962624,16.789163,5.54,B9III,Sge,,139.6648,
98253,19.965588,42.260771,6.44,A3V,Cyg,,325.7329,
98258,19.965842,-15.49149,5.01,A2V,Sgr,,81.4332,
98308,19.974649,63.534135,6.15,A3V,Dra,,136.9863,
98320,19.97621,38.105693,6.33,B5IV,Cyg,,440.5286,
98325,19.977216,30.983665,5.51,B9Vn,Cyg,,142.6534,
98332,19.978116,-69.163957,5.74,Am,Pav,,70.1262,
98333,19.97828,70.366949,6.32,G8III,Dra,,138.1215,
98337,19.979285,19.492148,3.51,K5III,Sge,,79.2393,Gam
98346,19.981374,-68.762583,6.38,A2V,Pav,,105.7082,
98351,19.982338,-30.538384,6.27,K1III,Sgr,,58.8582,
98353,19.982555,-26.195767,4.84,G8II/III,Sgr,,96.0615,
98375,19.986261,23.101281,5.68,F0,Vul,,49.1159,
98379,19.987595,52.055691,6.14,B5III,Cyg,,238.6635,
98383,19.989006,45.772541,5.92,A5III,Cyg,,138.8889,
98385,19.989623,1.377696,6.17,G8III,Aql,,235.2941,
98401,19.993522,76.481392,6.2,M3III,Dra,,161.2903,
98412,19.995605,-35.276305,4.37,B2.5IV,Sgr,,158.9825,The-1
98416,19.996485,-9.958238,5.87,F8V,Aql,,22.2025,
98421,19.997595,-34.697799,5.3,A4/A5IV,Sgr,,48.4966,The-2
98425,19.998665,37.042885,5.15,B3IV,Cyg,,404.8583,
98438,20.000919,17.516511,5.33,M4IIIa,Sge,,312.5,
98458,20.004266,26.187887,6.49,G8II,Vul,,800.0,
98461,20.004425,-37.701719,5.95,G8/K0III,Sgr,,107.7586,
98470,20.005621,-33.703452,5.65,F7V,Sgr,,21.2495,
98478,20.006418,-66.94936,5.75,K0IV,Pav,,73.2601,Mu-1
98482,20.007042,-49.350946,6.18,K0III,Tel,,103.7344,
98485,20.007356,-43.043302,6.11,M0III,Sgr,,338.9831,
98495,20.009845,-72.910504,3.97,A0V,Pav,,32.2165,Eps
98512,20.013424,-45.112918,5.8,A8III,Sgr,,81.367,
98526,20.016383,8.557735,5.9,K5III,Aql,,212.3142,
98543,20.018346,27.753573,4.66,A4III,Vul,,72.4638,
98563,20.020917,37.098996,6.23,K0III,Cyg,,255.7545,
98571,20.022655,50.104695,5.06,K1II-III,Cyg,,133.1558,
98575,20.023291,-22.737307,6.01,K0III,Sgr,,107.6426,
98579,20.024104,-40.814336,6.31,A2/A3V,Sgr,,99.9001,
98583,20.024594,64.820974,5.22,M1III,Dra,,180.1802,
98609,20.029086,24.800423,5.88,B4V,Vul,,331.1258,
98608,20.029093,-59.375893,4.95,M6III,Pav,,145.7726,
98624,20.03123,-66.943966,5.32,K2IVCN...,Pav,,72.4638,Mu-2
98633,20.032944,-13.637217,5.69,A1IV,Sgr,,90.9918,
98636,20.03373,24.938043,5.23,F2III,Vul,,67.981,
98658,20.03894,64.634419,6.27,G7III:,Dra,,110.4972,
98661,20.039473,22.151458,6.5,B1Iab,Vul,,540.5405,
98688,20.044299,-27.709845,4.43,M4III,Sgr,,137.5516,
98701,20.046892,31.958832,6.39,K1III,Cyg,,286.533,
98702,20.04696,67.873565,4.51,K3III,Dra,,131.406,Rho
98738,20.054555,18.500993,5.99,K3Iab:,Sge,,248.139,
98754,20.058338,16.031255,5.73,B9MNp...,Aql,,195.6947,
98761,20.059291,-37.940699,4.77,K4III,Sgr,,112.3596,
98767,20.060373,29.896805,5.73,G6IV+...,Cyg,,15.8579,
98772,20.060777,22.941058,6.45,K2,Vul,,147.4926,
98785,20.062309,-22.595595,6.44,F7V,Sgr,,61.1247,
98819,20.068399,17.070173,5.8,G1V,Sge,,17.7683,
98823,20.068976,7.277966,5.51,K0III,Aql,,141.6431,Tau
98842,20.072108,-32.056296,4.99,K1III/IV,Sgr,,89.1266,
98844,20.073098,-0.709309,5.67,K4III,Aql,,127.8772,
98858,20.074665,48.229664,6.16,A2IV,Cyg,,183.4862,
98863,20.076715,32.218598,5.62,B1.5Ia comp,Cyg,,100000.0,
98872,20.079032,63.890207,6.24,A2II-III,Dra,,79.1766,
98890,20.081502,68.027159,6.32,M3IIIa,Dra,,331.1258,
98910,20.084837,-11.599413,6.38,F1III,Aql,,724.6377,
98915,20.085207,51.839398,6.14,M1IIIa,Cyg,,219.2982,
98920,20.08597,19.991071,5.09,K2III,Sge,,49.1642,Eta
98921,20.086039,38.478457,6.18,G5IV,Cyg,,18.7899,
98946,20.089306,56.341422,6.19,F4V,Cyg,,50.7099,
98954,20.090707,15.500412,6.37,M2  comp,Aql,,126.2626,
98959,20.092216,-67.320897,6.07,G2V,Pav,,17.7274,
98962,20.092444,61.99542,5.4,K3III,Dra,,52.687,
99024,20.103396,-4.07821,6.47,K0,Aql,,111.7318,
99026,20.103823,53.165688,5.81,F5V,Cyg,,36.5631,
99031,20.106055,35.972468,5.38,K0IV,Cyg,,23.9464,
99080,20.114835,23.614425,5.08,B3V,Vul,,154.5595,
99120,20.1231,-52.880793,4.93,M1II,Tel,,331.1258,Xi
99137,20.126412,-55.016012,6.26,F8V,Tel,,23.4302,
99145,20.128178,34.422905,6.12,B5Ib,Cyg,,531.9149,
99158,20.130658,9.399833,6.43,F3V,Aql,,39.3701,
99171,20.13384,-0.678185,5.97,K1IV,Aql,,46.9484,
99176,20.13514,16.66439,6.39,M3III,Sge,,485.4369,
99188,20.135988,-52.577795,6.47,G3V,Tel,,56.0224,
99200,20.139021,-66.354691,6.45,K5III,Pav,,333.3333,
99221,20.14202,-10.062595,6.18,B9.5III,Cap,,169.4915,
99234,20.143966,10.725867,6.34,B3IV,Aql,,543.4783,
99240,20.145157,-66.182068,3.55,G5IV-Vvar,Pav,,6.1084,Del
99255,20.148145,77.711419,4.38,B9III,Cep,,96.5251,Kap
99270,20.151066,-47.06793,6.46,K5III,Tel,,175.4386,
99294,20.156212,56.026828,6.49,K0,Cyg,,324.6753,
99303,20.157116,36.839621,4.93,B2.5V,Cyg,,317.4603,
99404,20.175982,26.904169,5.51,A3III,Vul,,129.8701,
99445,20.184317,21.134579,6.24,K0,Sge,,149.4768,
99453,20.185395,-57.524239,6.36,A1V,Pav,,160.0,
99457,20.186133,-8.842344,6.39,B1V,Cap,,714.2857,
99461,20.186632,-36.101212,5.32,K2V,Sgr,,6.015,
99473,20.188413,-0.821461,3.24,B9.5III,Aql,,87.7963,The
99479,20.189171,21.874937,6.24,B1Ib,Vul,,100000.0,
99500,20.193007,62.078542,5.7,F5V,Dra,,48.3559,
99518,20.19666,26.80899,5.51,K3II-III,Vul,,432.9004,
99529,20.199416,-12.392403,6.34,K0III,Cap,,143.8849,Xi-1
99531,20.200195,26.478806,5.91,B7Ve...,Vul,,246.9136,
99570,20.206624,-42.780063,6.2,K2III,Sgr,,100.1001,
99572,20.207186,-12.617497,5.84,F5V,Cap,,27.7008,Xi-2
99579,20.208812,51.463565,6.01,K1III:,Cyg,,106.1571,
99585,20.209757,0.867054,6.25,A0,Aql,,180.5054,
99624,20.217894,-0.330796,6.47,K5,Aql,,202.4291,
99631,20.220523,-1.009339,5.44,K5III,Aql,,216.9197,
99639,20.22168,46.815675,4.8,A5IIIn,Cyg,,187.2659,
99655,20.223288,56.567722,4.28,A3IV-Vn,Cyg,,48.8281,
99663,20.224331,60.640569,5.81,K5III,Cep,,177.9359,
99666,20.22566,-47.713234,6.47,K2III,Tel,,196.8504,
99675,20.227196,46.741329,3.8,K2II+...,Cyg,,271.0027,
99685,20.228559,43.379013,6.13,K4III,Cyg,,208.7683,
99719,20.234688,36.604881,6.47,A0V,Cyg,,438.5965,
99738,20.237369,28.694817,5.19,A7IVn,Vul,,91.1577,
99742,20.237949,15.197609,4.94,A2V,Aql,,45.977,Rho
99747,20.238617,-52.44577,5.65,K4III,Tel,,210.084,
99762,20.240815,-63.415789,6.09,F0IV,Pav,,70.922,
99770,20.242229,36.806302,4.93,A2V,Cyg,,42.6985,
99824,20.254415,25.591957,4.79,B3V,Vul,,303.9514,
99825,20.254806,-27.032977,5.73,K3V,Cap,,8.9111,
99841,20.256604,33.729084,5.7,K0III,Cyg,,97.4659,
99848,20.257867,47.714208,3.96,K3Ib-II comp,Cyg,,324.6753,
99853,20.2584,23.508906,5.18,G2Ib SB,Vul,,588.2353,
99870,20.262013,50.232903,6.36,A2Vn,Cyg,,111.2347,
99874,20.262816,27.814242,4.5,K3III,Vul,,103.8422,
99878,20.264057,-30.005278,6.3,K4III,Sgr,,305.8104,
99889,20.266837,45.579525,5.87,F5V:,Cyg,,34.2583,
99893,20.267619,38.898012,6.28,A1V,Cyg,,130.8901,
99894,20.268335,4.580795,6.44,G5,Aql,Chechia,65.6168,
99913,20.272163,21.5987,6.11,K1III,Sge,,101.626,
99918,20.273001,-12.337119,6.3,B9IV,Cap,,135.8696,
99920,20.273225,-36.453575,6.3,M4III,Sgr,,318.4713,
99929,20.274487,37.056395,6.47,B6III,Cyg,,675.6757,
99951,20.279746,24.671102,5.3,G8III,Vul,,134.2282,
99968,20.282024,40.365075,5.27,K5II,Cyg,,483.0918,
100016,20.291405,42.72206,6.32,K4II:,Cyg,,588.2353,
100017,20.291918,66.853687,5.91,G3V,Dra,,17.5685,
100018,20.292092,29.147563,6.24,G9III,Vul,,127.0648,
100027,20.29413,-12.508212,4.3,G3Ib,Cap,,174.5201,Alp-1
100044,20.296445,38.03293,4.77,B2pe,Cyg,,100000.0,
100062,20.300388,-21.80996,5.86,G8III,Cap,,96.9932,
100064,20.300904,-12.544852,3.58,G6/G8III,Cap,Algedi,32.4465,Alp-2
100069,20.301941,40.732082,5.83,O9V,Cyg,,595.2381,
100097,20.306876,55.397095,5.76,A2Vs,Cyg,,90.4977,
100108,20.307958,36.999803,5.58,A2V,Cyg,,62.5,
100122,20.310853,34.982775,5.14,F5Ib,Cyg,,970.8738,
100142,20.313797,46.322194,6.46,B2V,Cyg,,793.6508,
100151,20.315548,-47.710774,6.28,M1III,Tel,,300.3003,
100155,20.315983,39.004184,6.35,K5Ib,Cyg,,100000.0,
100165,20.317501,-63.230744,6.27,K0III,Pav,,130.719,
100184,20.32161,-47.580289,6.13,F5V,Tel,,30.7692,
100195,20.323223,-19.118533,5.28,K2III,Cap,,343.6426,Sig
100208,20.324805,13.216766,6.2,M1III,Del,,218.3406,
100221,20.326863,62.257472,5.71,B9V,Dra,,115.8749,
100232,20.328685,-1.078514,6.05,K0,Aql,,120.4819,
100250,20.332234,46.837319,6.49,B9p Si,Cyg,,354.6099,
100256,20.333386,13.548091,5.96,A5m,Del,,80.3213,
100261,20.334998,68.880317,5.59,M5III,Dra,,205.3388,
100268,20.337561,39.403226,6.22,A1V,Cyg,,180.5054,
100274,20.339034,14.569257,6.17,G8III,Del,,170.068,
100276,20.339279,17.792928,5.82,K5III,Sge,,167.2241,
100295,20.341844,53.595685,6.23,K5,Cyg,,606.0606,
100300,20.342309,-55.050882,6.27,M0/M1III,Tel,,282.4859,
100310,20.344393,-12.75908,4.77,B9IV,Cap,Alshat,77.6398,Nu
100325,20.346263,-14.784892,6.09,B9.5III/IV,Cap,,104.0583,
100332,20.347748,-35.673676,6.46,K3III,Sgr,,112.9944,
100345,20.350187,-14.781367,3.05,A5:n,Cap,Dabih,100.2004,Bet
100357,20.3532,63.980122,5.69,K5III,Dra,,215.0538,
100379,20.357883,-66.74969,6.49,F6V,Pav,,44.6229,
100412,20.361431,-49.999416,6.26,G2IV-V,Tel,,31.0174,
100434,20.367516,41.132137,6.38,G5II+...,Cyg,,403.2258,
100435,20.36762,24.446099,5.5,B8IIIn,Vul,,305.8104,
100437,20.368156,45.794994,5.58,K0IIIvar,Cyg,,124.2236,
100453,20.370473,40.256679,2.23,F8Ib,Cyg,Sadr,561.7978,Gam
100469,20.374305,-42.049548,5.6,A0V,Sgr,,66.1376,Kap-1
100486,20.37703,31.264966,6.09,K2,Cyg,,176.9912,
100501,20.379249,41.026012,5.95,M0III,Cyg,,259.0674,
100511,20.381213,14.551098,6.16,F8V,Del,,26.2536,
100515,20.382089,42.983543,6.2,K0IIIvar,Cyg,,102.9866,
100524,20.383553,-9.65471,6.29,G5II-III,Cap,,160.0,
100541,20.386304,5.342987,5.3,G8III-IV,Aql,,75.5858,
100574,20.395658,37.476449,5.87,B2Vne,Cyg,,414.9378,
100587,20.397671,32.190172,4.43,K3III,Cyg,,76.6284,
100591,20.398106,-42.422868,5.64,A3V,Sgr,,95.511,Kap-2
100651,20.408989,53.551934,6.49,B9.5III,Cyg,,649.3506,
100664,20.410416,1.068406,6.14,B9V,Aql,,247.5248,
100672,20.411599,1.368563,6.41,K5,Aql,,234.7418,
100697,20.415226,-83.310616,6.15,A2/A3m...,Oct,,75.7002,
100714,20.418057,59.600097,6.44,A3III,Cyg,,251.2563,
100738,20.424119,-28.663269,5.86,G8II/III,Sgr,,153.8462,
