hip,ra,dec,mag,spect,con,proper,dist,bayer
90806,18.523971,-18.402697,5.12,B9/B9.5V,Sgr,,68.3995,
90830,18.529287,-45.914814,4.92,B6IV,Tel,,216.9197,Del-1
90842,18.532284,-43.507383,5.71,K2III,CrA,,337.8378,
90844,18.532498,-1.002977,5.93,A4III,Ser,,188.3239,
90853,18.533874,-45.757382,5.07,B3III,Tel,,366.3004,Del-2
90858,18.535247,3.659603,6.41,A0sp...,Ser,,303.9514,
90884,18.539071,-14.644268,6.36,A4/A5IV/V,Sct,,82.1693,
90887,18.539257,-39.704001,5.16,A3V,CrA,,70.2741,
90905,18.542923,57.045599,4.77,F7Ib,Dra,,649.3506,
90913,18.545367,-14.865662,5.47,K3Iab,Sct,,884.9558,
90915,18.546154,23.616801,5.88,K5III,Her,,230.9469,
90923,18.54721,30.554209,5.47,B8IV,Lyr,,109.6491,
90930,18.548704,-73.965596,5.88,K0III,Pav,,108.8139,
90936,18.55025,-39.892022,6.22,F5V,CrA,,36.9822,
90967,18.556308,-5.911718,6.36,A0Vn,Sct,,123.7624,
90969,18.556413,-38.720033,6.31,B8,CrA,,47.2144,Kap-2
90968,18.556426,-38.725985,5.67,B9.5,CrA,,298.5075,Kap-1
90971,18.556473,8.268251,6.42,B8IIIp SiSr:,Oph,,558.6592,
90981,18.558183,-58.708784,6.4,G5IV,Pav,,48.2859,
90982,18.558383,-42.31251,4.62,G5III,CrA,,170.9402,The
90991,18.560839,-14.853614,5.74,A0/A1V,Sct,,69.5894,
91004,18.564857,-24.032283,5.49,K3III,Sgr,,632.9114,
91013,18.565749,52.353517,5.38,K0III,Dra,,195.6947,
91014,18.566046,-33.01656,5.28,B2III/IV,Sgr,,404.8583,
91062,18.575312,-52.891521,6.21,K2III,Tel,,203.666,
91090,18.579859,10.89201,6.48,A1V,Oph,,186.2197,
91105,18.583998,-10.977206,5.12,G8III,Sct,,100.9082,
91117,18.586785,-8.244073,3.85,K2III,Sct,,61.0501,Alp
91118,18.586834,18.20341,5.79,A0Vn,Her,,198.4127,
91119,18.587085,34.458021,6.1,B5Vn,Lyr,,255.102,
91132,18.589258,-20.840442,6.49,F0IV/V,Sgr,,91.4913,
91139,18.591777,23.60553,5.62,G8III,Her,,144.3001,
91142,18.59347,4.935988,6.47,A2pvar,Ser,,110.2536,
91159,18.598117,16.975697,6.21,G2Vv comp,Her,,32.8839,
91172,18.599901,-29.699104,6.36,K1III,Sgr,,219.2982,
91196,18.603683,65.488717,6.07,F0V,Dra,,66.4452,
91217,18.607731,9.122491,5.38,F5III,Oph,,38.5208,
91235,18.610373,33.469036,5.41,B8II-IIIp..,Lyr,,154.5595,
91237,18.610854,6.671805,5.43,F3V,Oph,,33.0797,
91250,18.612651,43.221815,6.21,F0V,Lyr,,131.406,
91262,18.61564,38.783692,0.03,A0Vvar,Lyr,Vega,7.6787,Alp
91279,18.619183,16.198295,6.31,G8IV,Her,,93.4579,
91315,18.625974,62.526591,5.74,A0V,Dra,,119.0476,
91322,18.626656,-0.309472,5.76,A2V,Ser,,160.5136,
91347,18.631785,-21.397725,5.93,A5IV,Sgr,,104.3841,
91369,18.634578,-14.004781,6.49,B8II/III,Sct,,246.9136,
91373,18.635132,39.668326,6.02,M4.5II,Lyr,,526.3158,
91394,18.639944,-3.19364,6.49,F9IV,Ser,,47.9616,
91405,18.641865,-23.504893,5.78,B8III,Sgr,,151.0574,
91438,18.648168,-21.051871,5.85,G5V,Sgr,,13.0839,
91461,18.653968,-47.909767,5.84,A3V,Tel,,109.4092,
91491,18.659176,40.935059,6.25,B9V,Lyr,,271.7391,
91494,18.659768,-43.185878,5.42,M2III,CrA,,196.0784,
91499,18.660244,5.264287,6.36,F8Ib-II,Ser,,343.6426,
91523,18.664333,7.358598,6.26,G8III,Oph,,147.4926,
91525,18.66467,52.196075,6.0,A0p...,Dra,,165.5629,
91532,18.666774,-7.790799,5.82,K4III,Sct,,178.5714,
91533,18.667202,30.849471,6.43,K0,Lyr,,164.2036,
91552,18.670055,38.367195,6.45,A6m,Lyr,,146.1988,
91606,18.682334,62.749466,6.1,K0III,Dra,,111.1111,
91662,18.691857,-48.094686,6.47,K3III,Tel,,123.9157,
91675,18.694808,31.617612,6.41,B8V,Lyr,,309.5975,
91677,18.695128,-14.564244,6.4,F2/F3Ib/II,Sct,,100000.0,
91689,18.697674,-23.833423,6.22,A3m...,Sgr,,62.8931,
91707,18.702246,34.746307,6.49,B5V,Lyr,,456.621,
91723,18.703992,-81.808114,6.27,B8V,Oct,,165.0165,
91726,18.704563,-9.052549,4.7,F2IIIp d Del,Sct,,62.0732,Del
91733,18.706285,-64.643044,6.35,A5V,Pav,,205.7613,
91751,18.710033,-7.073654,6.13,K0.5III,Sct,,78.1861,
91755,18.710543,55.539457,5.03,B9.5p...,Dra,,104.3841,
91781,18.715305,-19.284209,6.32,M4III,Sgr,,310.559,
91792,18.71726,-71.428113,4.01,K2III,Pav,,66.9792,Zet
91811,18.719541,70.792849,6.28,K2,Dra,,191.9386,
91820,18.72127,39.300066,6.45,K5,Lyr,,383.1418,
91843,18.724725,53.871767,6.18,A2IV,Dra,,273.9726,
91845,18.725348,-8.275215,4.88,G8II,Sct,,165.0165,Eps
91852,18.726696,36.556605,6.04,G8,Lyr,Xihe,139.47,
91854,18.727035,-64.551425,5.76,K0III,Pav,,108.9325,
91875,18.729706,-38.323441,5.11,A0/A1V,CrA,,62.9327,Lam
91880,18.730898,-6.818119,6.3,F7V,Sct,,73.8007,
91883,18.730999,31.926613,5.68,F1III-IV,Lyr,,50.3018,
91901,18.73554,-36.718335,6.31,K0III,Sgr,,107.0664,
91915,18.738407,61.048143,6.02,G7IV,Dra,,109.529,
91918,18.738711,-35.641987,4.86,B2V,Sgr,,143.0615,
91919,18.738984,39.670123,4.67,F1V,Lyr,,49.776,Eps-1
91926,18.739661,39.612721,4.59,A8Vn,Lyr,,47.6872,Eps-2
91958,18.744526,23.589883,6.3,F6V,Her,,43.956,
91971,18.746209,37.605115,4.34,Am,Lyr,,47.8698,Zet-1
91973,18.746722,37.594615,5.73,F0IVvar,Lyr,,47.6872,Zet-2
91974,18.747112,-25.010914,5.82,B8III,Sgr,,177.305,
91975,18.747205,2.060038,5.02,B9V,Aql,,142.6534,
91985,18.748721,54.897184,6.26,G5III,Dra,,298.5075,
91989,18.74921,-39.686188,5.4,K1/K2III+..,CrA,,400.0,
92008,18.753198,-61.095196,6.04,K3III,Pav,,354.6099,
92016,18.755182,-21.001615,6.35,F5/F6V,Sgr,,61.1247,
92021,18.756639,-56.88197,6.22,K3III,Pav,,212.766,
92024,18.757465,-64.871259,4.78,A7V,Pav,,28.547,
92027,18.757879,5.500128,5.82,A1V,Ser,,188.6792,
92040,18.760574,79.942673,6.4,A8V,Dra,,89.2857,
92041,18.76094,-26.990778,3.17,B8.5III,Sgr,,73.3676,Phi
92043,18.761035,20.546308,4.19,F6V,Her,,19.2086,
92056,18.762989,74.085553,5.25,K0II-III,Dra,,96.8054,
92072,18.765554,-50.872715,6.24,B8/B9II,Tel,,373.1343,
92079,18.766985,-19.606357,6.34,M2/M3III,Sgr,,222.7171,
92088,18.767911,26.66213,4.83,K3III,Lyr,,78.125,
92098,18.77028,41.44181,6.06,B6V,Lyr,,279.3296,
92111,18.772391,-22.392176,5.37,K5III,Sgr,,209.6436,
92112,18.772849,75.433964,5.37,A1Vn,Dra,,85.8369,
92117,18.77461,-0.961692,5.89,A2m,Aql,,111.8568,
92131,18.778156,18.705907,6.18,K5,Her,,209.6436,
92133,18.778634,52.98796,5.91,B2.5V,Dra,,396.8254,
92136,18.778701,-10.125048,5.69,F2Ib-II,Sct,,100000.0,
92161,18.783686,18.181519,4.34,A5III,Her,,28.8934,
92175,18.786242,-4.747867,4.22,G5II...,Sct,,280.8989,Bet
92202,18.791375,-5.705147,5.38,K0Ibpvar,Sct,,100000.0,
92226,18.795726,-40.406167,5.2,G5/G6III,CrA,,121.3592,Mu
92233,18.796997,-77.868249,6.39,G2V,Oct,,41.4079,
92243,18.79927,31.756835,6.06,B3IVp,Lyr,,338.9831,
92254,18.80074,4.241422,6.2,K5,Ser,,244.4988,
92269,18.804467,48.767556,6.12,A7III,Dra,,60.1323,
92270,18.804556,23.514749,6.19,F8V,Her,,28.7522,
92294,18.810538,-65.077679,5.71,A9V,Pav,,67.7048,The
92296,18.81097,-6.004311,6.49,A2,Sct,,230.9469,
92301,18.812614,-18.60115,6.46,A1V + K1III,Sgr,,312.5,
92308,18.814024,-43.680047,5.46,A2Vn,CrA,,103.0928,Eta-1
92312,18.814829,19.32872,5.89,A1V,Her,,87.6424,
92367,18.824257,-45.8101,5.8,G6IV,Tel,,109.8901,
92382,18.826388,-43.434102,5.6,B9IV,CrA,,147.7105,Eta-2
92386,18.826998,0.836197,6.24,A1V,Aql,,179.5332,
92390,18.827807,-20.324656,5.22,K2III,Sgr,,286.533,
92391,18.828043,-5.912863,5.99,K2Ib,Sct,,534.7594,
92394,18.828799,-72.995722,6.04,B9.5IV/V,Pav,,215.9827,
92398,18.82942,32.81282,5.93,B3IV,Lyr,,401.6064,Nu-1
92405,18.831366,32.551058,5.22,A3V,Lyr,,70.9723,Nu-2
92420,18.834665,33.362667,3.52,A8:V comp SB,Lyr,Sheliak,294.9853,Bet
92456,18.841992,-13.572262,6.48,K1II/III,Sct,,413.2231,
92475,18.845986,10.976392,6.37,K5III+...,Aql,,386.1004,
92480,18.847359,-22.16219,6.29,F2IV,Sgr,,70.5716,
92488,18.849586,-9.774096,5.82,F2Ib,Sct,,854.7009,
92487,18.849625,-41.062687,6.5,B5III,CrA,,100000.0,
92512,18.853348,59.388351,4.63,K0II-III SB,Dra,,104.8218,Omi
92524,18.856155,-3.317857,6.08,F2III,Aql,,78.6164,
92549,18.859712,52.975117,5.51,G9IVa,Dra,,25.6674,
92550,18.85997,28.783671,6.22,K1II-III,Lyr,,364.9635,
92551,18.860144,36.539092,6.1,B6IV,Lyr,,313.4796,
92593,18.867201,13.965647,6.19,B8Vnn,Her,,209.205,
92599,18.868681,41.383244,6.28,B9p Si,Lyr,,492.6108,
92608,18.869983,-41.709195,6.47,K3III,CrA,,208.7683,
92609,18.870288,-62.187593,4.22,B2II-III,Pav,,438.5965,Lam
92614,18.87123,21.425142,5.43,B9p...,Her,,124.3781,
92630,18.874229,-46.595119,5.51,M0III,Tel,,317.4603,
92635,18.874532,-26.65077,6.28,G8/K0III,Sgr,,113.6364,
92643,18.876957,-29.379676,6.12,K1III,Sgr,,159.7444,
92646,18.877675,-52.10737,5.18,G8/K0III,Tel,,83.3333,Kap
92669,18.883305,-46.586329,6.17,A1IV/V,Tel,,251.8892,
92674,18.883836,-9.575521,6.27,A7Vn,Sct,,99.6016,
92676,18.883987,-48.360913,6.17,A2V,Tel,,81.9672,
92687,18.886667,-51.931437,6.3,B4III,Tel,,427.3504,
92689,18.887096,50.708221,4.92,G8III,Dra,,139.8601,
92717,18.892556,75.787372,6.33,A1V,Dra,,246.3054,
92728,18.895433,36.971721,5.58,B2.5V,Lyr,,303.9514,Del-1
92731,18.896194,57.486557,6.24,K5III:,Dra,,177.6199,
92747,18.900025,-21.359845,5.68,G8/K0II,Sgr,,502.5126,
92761,18.902827,-22.744834,4.86,K1II,Sgr,Ainalrami,344.8276,Nu-1
92768,18.90368,27.909528,5.64,K4III,Lyr,,111.3586,
92782,18.90661,71.297192,4.82,K0III,Dra,,105.4852,Ups
92791,18.908412,36.898613,4.22,M4IIvar,Lyr,,225.7336,Del-2
92814,18.911976,-15.603036,5.08,B3II,Sct,,429.1845,
92818,18.912468,22.645076,4.57,G4III+...,Her,,144.7178,
92822,18.913095,48.859401,5.84,F3III,Dra,,55.2792,
92824,18.91323,-87.605843,5.29,K3III,Oct,,78.7402,Chi
92831,18.914494,41.602723,5.46,G8III,Lyr,,81.9672,
92833,18.914588,33.968576,5.99,G8III+...,Lyr,,358.4229,
92845,18.918649,-22.671328,5.0,K1Ib/II,Sgr,,83.9631,Nu-2
92855,18.92109,-26.296722,2.05,B2.5V,Sgr,Nunki,69.8324,Sig
92862,18.922249,43.946088,4.08,M5IIIvar,Lyr,,91.4077,
92866,18.92321,-37.386603,6.48,K1III,CrA,,133.3333,
92872,18.92429,6.61529,5.58,G9III,Aql,,88.2613,
92882,18.92528,-16.376635,5.56,F5/F6IV/V,Sgr,,31.7158,
92931,18.93352,-23.173751,5.91,B6III,Sgr,,194.9318,
92937,18.935034,18.10541,5.69,K1III,Her,,92.2509,
92946,18.936995,4.203595,4.62,A5V,Ser,Alya,47.4158,The-1
92951,18.937401,4.202132,4.98,A5Vn,Ser,Alya B,51.9481,The-2
92953,18.938044,-42.710676,5.35,G6III-IV,CrA,,90.5797,
92963,18.939628,-1.799863,6.2,B9III,Aql,,157.4803,
92968,18.940446,2.47119,6.14,G8III,Ser,,156.4945,
92969,18.940481,65.258084,5.62,G8III,Dra,,96.1538,
92972,18.940899,-31.689025,6.45,K2III,Sgr,,205.7613,
92989,18.944582,-37.343241,5.36,B3V,CrA,,131.9261,
92997,18.945851,57.814851,5.67,K1III,Dra,,84.674,
93012,18.948528,-62.801904,6.47,K3III,Pav,,313.4796,
93015,18.949177,-67.233495,4.4,F5Ib-II:,Pav,,153.3742,Kap
93017,18.950441,32.901273,5.2,G0V,Lyr,,14.8721,
93026,18.951019,-5.846314,4.83,K1III,Sct,,62.0347,Eta
93049,18.953975,-43.917012,6.27,B9V,CrA,,215.9827,
93051,18.954608,2.535346,5.56,B9IIIp...,Ser,,348.4321,
93053,18.954816,62.396773,6.5,G5IV comp,Dra,,95.4198,
93057,18.955688,-20.656346,5.02,B9.5Ib,Sgr,,632.9114,Xi-1
93068,18.957909,58.225026,6.47,A2V,Dra,,125.1564,
93074,18.959554,-39.823195,6.29,A5IV/V,CrA,,59.9161,
93085,18.962167,-21.106654,3.52,G8/K0II/III,Sgr,,111.9821,Xi-2
93104,18.967194,38.266188,5.89,B7IV,Lyr,,177.305,
93117,18.969455,-83.422198,6.35,B9/B9.5V,Oct,,169.4915,
93124,18.970763,17.360912,5.33,F8Ib,Aql,,473.9336,
93134,18.972579,-31.035975,6.09,K3III,Sgr,,137.931,
93138,18.973251,6.239929,6.22,F5IV,Aql,,56.2114,
93140,18.973564,-22.529493,6.14,A1V,Sgr,,79.3651,
93148,18.974378,-52.938629,4.85,A0V,Tel,,187.6173,Lam
93163,18.976812,-60.20055,5.14,K1III-IV,Pav,,172.7116,Ome
93174,18.978721,-37.107357,4.83,F3IV/V,CrA,,30.1841,Eps
93177,18.979608,40.679194,6.2,B3V,Lyr,,300.3003,
93179,18.979701,13.906648,5.91,F0spe...,Aql,,78.3699,
93194,18.982395,32.689557,3.25,B9III,Lyr,Sulafat,190.1141,Gam
93197,18.983166,50.809143,6.32,G8III,Dra,,131.7523,
93203,18.984928,13.622245,5.27,F8V,Aql,,48.4262,
93209,18.986379,-39.534712,6.49,B9.5V,CrA,,152.9052,
93210,18.986748,39.217321,6.43,B5IV,Lyr,,292.3977,
93225,18.989945,-12.840517,5.51,B4V,Sgr,,146.1988,
93234,18.990772,-18.566433,6.37,G5/G6II,Sgr,,334.4482,
93238,18.991465,-70.468653,6.49,A8V,Pav,,103.6269,
93244,18.993711,15.068298,4.02,K2III,Aql,,47.5059,Eps
93256,18.995966,26.230404,5.26,K2III,Lyr,,99.2063,
93270,18.999475,22.814515,6.28,M4III,Vul,,215.9827,
93279,19.000229,32.145514,4.94,K3III,Lyr,,338.9831,Lam
93287,19.000987,-66.653618,5.98,K0III,Pav,,136.0544,
93299,19.003799,50.533466,5.39,B2.5IV,Dra,,205.7613,
93315,19.006892,-24.942171,6.35,K0III,Sgr,,181.8182,
93340,19.012072,55.658301,5.51,G5IIbCN...,Dra,,150.8296,
93354,19.015334,33.802158,6.04,K0III:,Lyr,,118.2033,
93371,19.017861,-37.061555,6.44,B9.5IV:,CrA,,234.7418,
93374,19.018176,19.309605,6.47,K1III,Sge,,129.8701,
93393,19.021488,26.291411,5.69,B5V,Lyr,,199.2032,
93408,19.023991,46.934812,5.0,A7V,Lyr,,37.4392,
93418,19.025977,-15.282617,6.31,K0III,Sgr,,164.7446,
93423,19.02715,-22.695364,6.25,K3III,Sgr,,621.118,
93429,19.028008,-5.739115,4.02,K1IIIvar,Aql,,44.1306,
93437,19.030103,33.621257,6.39,B5IV,Lyr,,260.4167,
93443,19.030397,22.264412,6.44,A4V,Vul,,123.7624,
93466,19.035288,52.261058,6.35,G8III:...,Dra,,214.1328,
93470,19.035698,-41.910505,6.21,A0V,CrA,,123.9157,
93488,19.039324,8.373539,6.25,K2III,Aql,,373.1343,
93498,19.041022,-24.846826,5.63,K2III,Sgr,,78.9889,
93506,19.043532,-29.880105,2.6,A3IV,Sgr,Ascella,27.0416,Zet
93523,19.04795,19.661011,6.11,K1III,Sge,,246.9136,
93526,19.048472,-3.698987,5.4,A1V,Aql,,153.1394,
93537,19.051057,-19.245686,5.96,K0II/III,Sgr,,606.0606,
93542,19.051907,-42.095105,4.74,A0Vn,CrA,,59.2066,Zet
93543,19.051944,-19.103024,6.37,F5V,Sgr,,80.2568,
93552,19.054915,-38.253147,5.73,F2III/IV,CrA,,68.4932,
93574,19.058242,-68.755544,5.89,F8V,Pav,,56.3063,
93580,19.058959,1.818768,5.82,A4V,Aql,,54.8847,
93624,19.065985,-51.018604,5.93,K0/K1III,Tel,,99.8004,
93629,19.066947,-57.959962,6.3,G6II/III,Pav,,211.8644,
93666,19.073376,-5.684843,6.48,C5II,Aql,,362.3188,
93667,19.073627,-31.047079,5.49,A0V,Sgr,,147.0588,
93683,19.07805,-21.741496,3.76,K0III,Sgr,,43.554,Omi
93713,19.081991,53.396654,5.4,A0Vn,Dra,,111.1111,
93717,19.082687,-4.03142,5.4,K1III,Aql,,88.7311,
93718,19.082741,31.744072,5.63,M0III,Lyr,,189.7533,
93720,19.082857,30.733396,6.07,M2III,Lyr,,198.0198,
93733,19.086067,49.923166,6.45,K3III,Dra,,185.1852,
93747,19.090169,13.863478,2.99,A0Vn,Aql,Okab,25.4582,Zet
93763,19.094772,-15.660419,5.93,B8IIIsp...,Sgr,,219.2982,
93770,19.096425,29.921674,6.32,M0III,Lyr,,446.4286,
93805,19.10415,-4.882554,3.43,B9Vn,Aql,,37.9219,Lam
93815,19.10554,-52.34091,5.17,F7V,Tel,,56.7215,Rho
93825,19.106971,-37.063437,4.23,F7IV-V,CrA,,17.304,Gam
93843,19.11048,28.628595,5.53,F0III,Lyr,,39.968,
93845,19.110665,24.250793,5.78,A4III,Vul,,107.1811,
93855,19.114477,-16.229276,6.0,B7V,Sgr,,259.0674,
93858,19.114582,-37.810658,6.15,G8V,CrA,,16.9549,
93860,19.115226,-50.323144,6.29,B9V,Tel,,173.3102,
93862,19.115445,-48.299144,5.95,A0V,Tel,,117.9245,
93864,19.11567,-27.670423,3.32,K1/K2III,Sgr,,37.2856,Tau
93867,19.116279,11.071228,5.07,B8III,Aql,,214.1328,
93887,19.118979,-18.738171,6.28,B8V,Sgr,,185.8736,
93903,19.121703,36.100157,5.25,B6IV,Lyr,,274.7253,Iot
93917,19.123769,32.501738,5.2,F0V,Lyr,,41.58,
93925,19.125234,-28.6368,6.05,K3III,Sgr,,389.1051,
93966,19.132589,16.853385,6.08,G5V,Sge,,21.4316,
93975,19.134311,21.698927,6.22,F3V,Vul,,43.122,
93993,19.137378,-24.657369,6.3,B9.5V,Sgr,,220.2643,
93996,19.137973,-19.290289,5.56,B2V,Sgr,,396.8254,
94005,19.139156,-40.496703,4.57,K1III,CrA,,54.7345,Del
94013,19.140507,52.425731,5.88,K1IV,Cyg,,71.0227,
94054,19.147861,-55.720425,6.44,K1IV,Tel,,121.5067,
94068,19.149976,6.073207,5.23,F0III-IV,Aql,,45.7875,
94083,19.152716,76.560502,5.11,A9V,Dra,,27.3,
94114,19.157869,-37.904474,4.11,A0/A1V,CrA,Meridiana,38.432,Alp
94130,19.161043,-39.827238,6.44,K0III,CrA,,121.6545,
94140,19.162723,65.978513,6.26,A0V,Dra,,93.4579,
94141,19.162731,-21.023615,2.88,F2II/III,Sgr,Albaldah,156.25,Pi
94144,19.163374,-19.803657,6.11,K1III,Sgr,,118.4834,
94149,19.164332,-0.428114,6.34,B5Vn,Aql,,287.3563,
94150,19.164642,-68.424448,5.31,G8/K0III/IV,Pav,,37.3832,
94157,19.166015,-41.892256,5.86,B5V,CrA,,444.4444,
94160,19.167154,-39.340796,4.1,K0II/IIICN.,CrA,,145.3488,Bet
94243,19.183863,-39.004705,6.34,B7II/III,CrA,,283.2861,
94272,19.188559,-29.502293,6.28,B8/B9V,Sgr,,146.6276,
94280,19.189767,40.429095,6.2,A3V,Lyr,,150.6024,
94290,19.191939,26.735871,6.35,F5V,Lyr,,43.4972,
94302,19.194597,56.859213,5.13,G8III,Dra,,105.4852,
94311,19.196114,31.283456,5.93,B9p Si,Lyr,,273.224,
94336,19.201416,49.855755,5.85,G4V+...,Cyg,,24.4499,
94372,19.207788,-21.658382,6.39,K0III,Sgr,,138.3126,
94376,19.209225,67.661541,3.07,G9III,Dra,Altais,29.8686,Del
94382,19.210204,21.554572,6.02,A2Vn,Vul,,235.8491,
94385,19.211309,-7.939518,5.35,B3V,Aql,,300.3003,
94398,19.212812,-50.48642,6.12,G8III,Tel,,123.1527,
94434,19.220463,-25.906786,5.79,K2III,Sgr,,520.8333,
94437,19.220979,-12.282584,5.51,K3III,Sgr,,166.113,
94477,19.228529,2.293707,5.14,B8II-III,Aql,,217.8649,
94478,19.228896,5.515605,6.47,A3V,Aql,,147.929,
94481,19.229302,39.145968,4.43,B2.5IV,Lyr,Aladfar,425.5319,Eta
94490,19.231987,57.705102,5.0,K2III,Dra,,50.6586,
94556,19.244319,-45.193527,5.91,G8III,CrA,,91.3242,
94598,19.250747,20.203123,6.03,G8III,Sge,,208.7683,
94604,19.252199,83.462746,6.5,A3V,Dra,,166.6667,
94620,19.254822,21.232118,5.65,A4V,Sge,,91.8274,
94623,19.255327,50.071127,6.27,G8III,Cyg,,134.5895,
94624,19.255581,15.083651,5.58,G8II-III,Aql,,212.3142,
94630,19.256905,30.526381,5.88,M0III,Lyr,,389.1051,
94643,19.259007,-25.256682,4.86,K0/K1III+..,Sgr,,91.4913,Psi
94645,19.259228,-24.179352,6.25,F8V,Sgr,Gumala,27.5482,
94648,19.259229,73.355468,4.45,K3III,Dra,,44.8833,Tau
94646,19.259268,18.516353,6.46,M2III,Sge,,257.732,
94685,19.266525,27.926302,6.18,F6Ib-II,Lyr,,429.1845,
94703,19.270289,21.390428,4.76,B4IV,Vul,,248.7562,
94712,19.272706,-45.466033,5.38,K3III,Tel,,167.2241,
94713,19.272804,38.133731,4.35,K0II,Lyr,,255.102,The
94720,19.274108,14.544616,5.65,B9.5V,Aql,,125.6281,
94724,19.274612,-69.190825,6.25,A6IV/V,Pav,,194.5525,Tau
94727,19.275287,4.834795,5.59,A3IV,Aql,,164.4737,
94755,19.280941,46.999102,6.02,F6IV:,Cyg,,42.0345,
94770,19.283479,-65.227702,6.42,B8/B9V,Pav,,235.8491,
94779,19.28504,53.368459,3.8,K0III,Cyg,,38.0662,Kap
94789,19.286729,-66.661048,5.52,A4IV/V,Pav,,91.5751,
94820,19.293911,-18.952908,4.88,K0III,Sgr,,147.7105,
94827,19.295454,23.02554,5.46,B0.5IV,Vul,,373.1343,
94833,19.296718,2.031727,6.19,A1Vn,Aql,,86.2069,
94834,19.296944,11.595422,5.28,F0IV,Aql,,127.2265,Ome-1
94858,19.302714,-53.387086,6.36,F7V,Tel,,45.0653,
94885,19.309026,1.085129,5.1,K2II-IIIvar,Aql,,113.7656,
94890,19.310518,49.569456,6.32,K1III,Cyg,,136.0544,
94910,19.313447,19.610477,6.5,B8III + K,Sge,,239.8082,
94913,19.314151,0.339024,6.4,K0II-III:..,Aql,,127.0648,
94916,19.314654,9.61807,6.31,G9III,Aql,,143.0615,
94929,19.316694,-15.53657,6.09,K4III,Sgr,,147.7105,
94932,19.316987,37.445346,6.25,A0III,Lyr,,190.8397,
94974,19.326786,54.375987,6.23,A1V,Cyg,,157.9779,
94981,19.327502,37.330539,6.29,G8V,Lyr,,25.3872,
94982,19.327597,12.37468,5.53,F0III,Aql,,103.4126,
94986,19.327776,-35.421452,5.59,B4III,Sgr,,276.2431,
95002,19.331407,11.534965,6.03,A2V,Aql,,81.4996,Ome-2
95038,19.337783,57.645129,5.91,M1III,Dra,,242.1308,
95066,19.342473,-5.415766,4.98,G8III-IV...,Aql,,47.2813,
95067,19.342515,35.185957,6.3,B9V,Lyr,,288.1844,
95073,19.343246,-0.892161,5.46,B9III,Aql,,134.2282,
95077,19.34393,-22.402535,5.59,A6:m...,Sgr,,55.371,
95081,19.344467,65.714531,4.6,A2IIIs,Dra,,70.1754,Pi
95149,19.358263,-34.983487,6.48,G1/G2V,Sgr,,18.8324,
95154,19.35987,76.559596,6.22,C5II,Dra,,386.1004,
95159,19.360309,-19.234446,6.25,B5III,Sgr,,239.8082,
95167,19.361182,79.60283,6.06,A3V,Dra,,107.7586,
95168,19.361211,-17.847197,3.92,F0III/IV,Sgr,,38.9257,Rho-1
95176,19.362117,-15.955018,4.52,F2p,Sgr,,546.4481,Ups
95188,19.364137,-18.308388,5.84,K0III,Sgr,,101.833,Rho-2
95211,19.369316,-42.016026,6.33,K1III,Sgr,,101.2146,
95222,19.372651,-0.252345,5.81,G8III:,Aql,,103.7344,
95235,19.375931,33.518163,6.09,K0III,Lyr,,109.8901,
95239,19.377147,-51.231276,6.42,F0V,Tel,,71.9942,
95241,19.377303,-44.458965,3.96,B9V,Sgr,Arkab Prior,96.1538,Bet-1
95253,19.380097,9.91315,6.34,F6V,Aql,,37.5657,
95260,19.380801,26.262403,5.22,B6III,Vul,,120.4819,
95261,19.380888,-54.423931,5.03,A0Vn,Tel,,48.216,Eta
95281,19.384569,-7.400615,6.31,K0,Aql,,133.3333,
95294,19.386976,-44.799778,4.27,F2III,Sgr,Arkab Posterior,41.1353,Bet-2
95319,19.392779,33.221966,6.37,G8V,Lyr,,15.7604,
95340,19.396369,20.264356,6.4,B9.5V,Vul,,421.9409,
95347,19.398103,-40.61594,3.96,B8V,Sgr,Rukbat,55.7414,Alp
95352,19.399027,43.388171,5.85,G6.5IIIa,Lyr,,135.1351,
95369,19.401528,-68.371082,6.33,K2III,Pav,,210.5263,
95370,19.401682,36.452094,6.44,K1III,Lyr,,121.6545,
95372,19.402105,29.621338,4.99,B3IV,Cyg,,258.3979,
95396,19.405964,-43.722063,6.13,M1/M2III,Sgr,,206.1856,
95398,19.406131,16.937722,6.27,A2III-IV,Sge,,112.1076,
95408,19.408383,-27.865945,6.03,B2Vnn,Sgr,,273.224,
95447,19.416164,11.944415,5.17,G8IVvar,Aql,,15.1768,
95453,19.417092,-4.884536,6.5,A9V,Aql,,108.1081,
95456,19.41779,-29.309359,5.91,K3III,Sgr,,91.3242,
95477,19.421247,-24.508575,5.02,A4IV/V,Sgr,,77.2201,Chi-1
95485,19.422665,-13.89713,5.72,K2III,Sgr,,154.7988,
95487,19.422887,20.271727,6.31,A0V,Vul,,147.0588,
95492,19.423824,24.912774,6.19,F7V,Vul,,27.3898,
95498,19.424611,19.798365,5.14,K0III,Vul,,83.2639,
95503,19.424906,-23.962457,5.45,K3III,Sgr,,153.1394,Chi-3
95501,19.424972,3.114775,3.36,F0IV,Aql,,15.5255,Del
95556,19.435868,36.317896,5.17,B9sp...,Cyg,,216.9197,
95557,19.4364,-15.053251,5.71,B7IV,Sgr,,214.1328,
95560,19.437013,20.097733,5.6,A0V,Vul,,72.8863,
95564,19.438654,-21.776693,5.57,K1/K2III,Sgr,,132.2751,
